BCL6_BM,BCL6_H_GM_CSF,BCL6_H_M_CSF,BCL6_H,WHIM_BM,WHIM_H_GM_CSF,WHIM_H_M_CSF,WHIM_H,WT_BM,WT_H_GM_CSF,WT_H_M_CSF,WT_H,Gene
34.69526019,35.7458531,53.92148143,67.34250229,97.39576098,39.27802079,69.26710351,68.98869708,55.07048406,42.34220911,64.58066505,72.03108607,Tle4
28.29873348,16.63206496,24.72056255,39.94658499,40.8104205,18.35646278,14.73604861,44.77513747,29.49040714,17.89776669,8.990156437,43.16782325,Wdr74
265.5447288,263.0509345,72.35382457,26.21385995,21.01193794,249.0547155,107.4119794,17.73819702,216.0457451,267.6217681,127.2643246,45.89077257,Dstn
48.65089558,8.23685832,4.441054957,11.22954478,5.045419749,9.659186747,4.106138546,7.518785936,4.562051934,12.45980218,2.598072732,4.610860852,Tmem41a
12.79266577,71.17490395,69.53473721,58.68914719,53.11326143,94.43037393,87.4200734,43.76209615,26.40499366,57.86469402,71.26348546,67.86824114,Htt
15.31243327,6.283244488,11.94761688,13.24599555,9.739576098,3.567085562,18.18981001,8.378075757,30.95678098,1.583873159,1.48461299,15.39374017,Depdc1a
4.458050192,21.06734917,0.943232911,0.382430318,0.246139844,19.11793535,6.063270003,0.521711677,0.325860852,23.23019246,3.092902489,1.633769593,Mag
6.008676346,72.23091143,29.04371339,3.476639251,8.334522497,45.61059966,70.30323193,1.319623654,8.309451736,92.33980515,106.7684175,3.957353015,Ptgs2
63.76950057,125.1896864,68.69879704,113.025542,91.39235014,120.7598741,59.59657161,109.8356525,10.91633856,100.1535794,137.7803333,103.6536042,Pnpla2
8.916100384,7.803736854,6.493804882,18.51206102,16.063019830000002,6.600390837,7.139039927,16.66939393,16.4792721,5.79723974,6.85074664,15.66534529,Zfp866
28.10509904,3.115222057,14.89521972,13.73275981,33.33808999,2.845652527,9.59378165,48.88714616,14.66373836,2.323013966,5.072427714,17.97099355,Bex3
13.95563538,27.24499291,77.69881107,46.23930204,68.81601274,31.06314298,57.14056351,58.43170784,23.6249118,28.23507325,46.51787367,65.04145669,Rptor
6.993130125,0.369602617,1.21834251,1.809347365,3.416834893,0.240477678,0.461153896,7.794986236,2.769817245,0.686345035,0.618588746,4.466871292,Hist1h4d
5.233363269,1.267208972,4.991313457,6.431747848,7.791692811,2.044060266,6.063270003,5.002294317,2.281025967,1.055915439,2.103201735,8.350377921,Tmtc4
34.30372709,126.9225947,157.6782807,161.8497254,177.6533807,121.8973336,161.8302114,163.2580076,76.78796936,119.8479862,149.7009508,166.2465848,St13
248.2940129,95.14521767,110.5158491,142.6541571,160.0918073,102.7096196,89.18571297,162.456106,228.7543184,133.686286,78.66964232,161.5979658,Metap2
71.50111641,162.6050873,205.7387486,238.1344915,215.398549,170.238958,154.2292501,196.8694358,61.88586379,179.6112162,144.0639578,258.603943,Sec61a1
15.89391808,21.54255253,17.92142531,11.6119751,10.98496452,23.88744938,17.65255824,9.728388333,27.86110288,17.00023857,23.42389384,14.92176228,Klhl18
9.109928654,5.860841497,7.859724042,15.67926059,16.95644232,6.203522509,11.85791412,11.69247935,22.48439882,6.705063039,7.794218195,12.99754476,Mtx3
69.583961,94.98840056,71.85705524,86.37640686,80.70404353,95.94979206,85.99443745,77.62087711,68.28772609,74.93039935,128.1039557,95.65103766,Trrap
509.5745198,110.8807851,63.43241328,80.62326423,105.2193549,167.8534195,80.81801662,59.81270934,466.6327406,137.2690071,93.98425009,130.4111195,Abca7
89.55970859,98.47744926,116.3635002,41.27153221,31.43769113,75.16490553,145.5963816,22.95040357,66.65174168,111.7058223,124.9623497,45.33746927,D1Ertd622e
40.51010827,28.93460487,29.04371339,26.4572247,22.19346029,29.09779908,18.95731254,40.54006621,21.66974669,33.41972365,15.79463264,32.05819002,Tmem160
5.233363269,6.600046731,11.82971276,5.145426091,6.45047335,8.216320676,12.24166539,4.91022755,5.376704065,6.441084179,22.72282659,5.700040581,Snx33
69.58434865,36.48505833,81.00012626,235.1946453,192.4604103,45.28996275,39.37287989,214.4234993,53.60411022,30.99111814,43.79608319,274.2554557,Fam65a
63.38184404,18.95522861,18.9642086,31.52922417,26.02542466,14.46874031,19.11081305,42.06407809,52.78945809,18.37287585,21.47834975,29.67640809,Gtf2a2
43.02793749,41.97217878,35.94578092,33.33161826,30.20587425,36.3440328,38.60499361,27.93054048,44.31707593,36.98496933,45.80443465,34.22583921,Cog8
26.36064461,65.26126208,115.9795258,32.29797864,34.51993166,80.07626131,127.9046807,31.30331441,29.816268,70.05682164,167.6391996,39.32011433,Vps33a
15.24672549,33.28292686,39.98953832,30.43039757,30.36205873,32.78832985,25.23237487,37.97876876,20.69216413,36.60890505,32.17498634,36.17993656,Dohh
19.38282692,62.67140374,100.9628648,29.88258352,106.6237698,50.12997683,175.061955,104.7686046,30.59589008,155.513114,238.5591621,7.307415719,Ifi209
72.42703405,65.95769901,41.38709508,42.77344037,30.40574312,71.30764357,33.64216874,36.61525995,168.9718864,77.96615624,49.86237682,43.66848287,Rab24
34.88908846,27.50899478,37.92582331,20.75553633,31.58177299,36.63276633,33.88523679,27.31314075,12.05685154,37.74897695,40.95057496,43.49457717,Icmt
37.40885596,254.0225986,40.59831656,27.15255255,38.95830439,224.1251962,56.60331174,34.27952608,55.07048406,412.3877748,53.89969937,51.99017906,Ptgs1
7.171645961,4.699233273,2.751095991,4.137200708,3.412076871,3.446846723,2.954884748,3.897493118,8.309451736,3.062154774,4.28888197,3.41276315,Micu3
200.8700502,469.5352445,240.2858331,143.6091899,108.7869137,366.4378823,252.4807029,156.663572,109.4765378,427.2851577,202.9750508,155.2505894,Prelid1
41.86690615,7.075250096,35.64634377,38.20826537,59.71477804,6.011941958,17.65259661,52.38599017,42.85070209,4.804415248,4.948751204,76.27888701,Hirip3
79.27576211,142.9834124,88.11367446,131.8689268,134.0006006,170.2181166,94.70981245,98.204551,130.1814105,166.6234563,66.89006303,112.2392449,Ppp1r15b
43.22370404,26.98099104,27.10163613,35.2878884,27.36658025,27.35197121,22.09735727,38.78435297,30.30505927,25.20354003,18.35146612,28.01101598,Gm44504
50.58917827,81.99898059,52.15291972,37.82583505,25.76996036,72.46394041,49.81091433,37.68599645,41.0584674,60.08158849,28.82627679,40.91685181,Rexo2
15.89391808,29.93775917,34.03498755,38.38209733,48.02728673,36.39228865,33.4631104,36.91877339,47.9015453,24.97240014,35.9193865,52.89782883,Zc3h13
42.44839096,15.9457129,12.49783607,11.71627428,19.03208969,14.50881993,11.16716184,20.86846709,34.05245908,12.6181895,15.79463264,10.4561254,2310022B05Rik
11.04821135,5.083936796,10.77010849,17.92534338,19.66311842,5.367702258,6.180889766,12.70398623,10.26461685,6.453543981,4.630590393,19.19454175,Trub1
0.193828269,0.052800374,0.471616456,0.700542809,0.940555654,0.240477678,0.78200833,0.797911977,4.562051934,0.052795772,0.537718577,0.659788774,Poln
12.01735269,6.8640486,5.541493354,18.28712246,14.24213423,5.851623506,1.189628925,15.95823954,23.95077265,9.344851636,0.783545744,21.31161669,Nxn
398.5109215,197.7902004,175.4020201,69.1503547,60.67276913,195.5083525,192.3745096,76.99850577,379.4649626,213.8756722,308.0159561,79.32859025,Epn1
28.49275558,10.92967739,16.62448006,26.56148911,24.23717462,8.937753711,16.38617906,30.22858835,48.87912786,8.869689689,13.93882516,28.02822502,Haus3
34.52003944,28.41953722,28.18721861,21.69933958,19.09649862,29.10870073,41.28434495,24.81512386,12.94465943,28.38654432,32.3563978,19.31682033,Pptc7
398.8985781,676.3094286,73.99622888,63.89159017,60.21357207,401.0085525,119.5327631,99.57174248,307.4366798,614.6589363,134.3018026,63.93267172,Prdx5
48.45706731,17.74092561,19.37557605,37.75630226,40.29949192,16.51280058,12.43354102,41.33797819,31.44557226,19.53443562,11.01087967,41.38882969,Cirh1a
57.56699596,53.85638133,49.59833059,25.58809965,25.61029518,49.09832759,47.39328135,26.1469617,27.86110288,54.80201129,61.81763531,22.83643201,Ubap1
167.0799681,91.76704975,120.5373058,126.3758368,149.9575389,101.401421,91.87005308,127.4510938,241.7887525,106.0139101,97.20091157,144.606762,Abcf1
859.628374,836.8278451,449.9574699,1327.784156,1065.136009,594.8976886,417.1337886,1668.105572,842.0244426,927.8328964,462.8116038,646.2321167,Rps18
42.8360475,38.12181712,39.53717953,36.46994574,43.42892949,35.63077601,32.77231974,43.57826951,30.79385055,35.32042424,33.52751001,69.19921877,Men1
